"","date","image","objective","time_pf","num_of_cells","meiotic","stage","cell_diameter_um","spindle_length__asters_um","spindle_length_poles_um","spindle_width_um","spindle_aspect_ratio_asters_um","spindle_aspect_ratio_poles_um","centrosome","metaphase_plate_lengt_h_um","metaphase_plate_width_um","metaphase_plate_aspect_ratio_um","distance_between_chromosomes_um","microscope","fixation","organism","phylum","classification","genome","chromosomes","day","cleavage_type","num_of_cells_CAT","num_of_cells_NUM","classification_CAT","phylum_CAT","organism_CAT","cleavage_type_CAT","fixation_CAT","microscope_CAT","stage_CAT","astere.to.pole_distance_AVG","inner_aster_diameter_AVG","polar_body_diameter_AVG","outer_aster_diameter_AVG"
"463","2014-03-24 00:00:00","ciona_t180m_13","40x",180,"32",0,"m",35.26677,15.49086,12.2892,5.86971,2.63911845730028,2.09366391184573,1,5.74035,1.37445,4.17647058823529,0,"mm40","df","ciona_intestinalis","chordata","bd",115,28,"2014-03-24 00:00:00","b",10,32,1,4,4,4,2,1,2,0.66297,2.97528,5.855495,14.76321
"464","2014-03-24 00:00:00","ciona_t180m_14","40x",180,"32",0,"m",51.19422,20.42271,15.79809,10.62369,1.92237442922374,1.48706240487062,1,9.42711,3.84846,2.44957983193277,0,"mm40","df","ciona_intestinalis","chordata","bd",115,28,"2014-03-24 00:00:00","b",10,32,1,4,4,4,2,1,2,0.6468,5.27142,5.855495,27.335385
"465","2014-03-24 00:00:00","ciona_t180m_15","40x",180,"32",0,"m",40.39266,19.98612,13.43727,6.85608,2.91509433962264,1.95990566037736,1,6.17694,1.58466,3.89795918367347,0,"mm40","df","ciona_intestinalis","chordata","bd",115,28,"2014-03-24 00:00:00","b",10,32,1,4,4,4,2,1,2,1.253175,4.034415,5.855495,15.967875
"466","2014-03-24 00:00:00","ciona_t180m_19","40x",180,"32",0,"m",30.30258,14.60151,11.41602,9.47562,1.54095563139932,1.20477815699659,1,8.23053,2.7489,2.99411764705882,0,"mm40","df","ciona_intestinalis","chordata","bd",115,28,"2014-03-24 00:00:00","b",10,32,1,4,4,4,2,1,2,0,3.646335,5.855495,16.31553
"467","2014-03-24 00:00:00","ciona_t180m_19","40x",180,"32",0,"m",43.88538,19.04826,14.82789,9.78285,1.94710743801653,1.51570247933884,1,11.10879,3.33102,3.33495145631068,0,"mm40","df","ciona_intestinalis","chordata","bd",115,28,"2014-03-24 00:00:00","b",10,32,1,4,4,4,2,1,2,0.67914,6.33864,5.855495,27.270705
"468","2014-03-24 00:00:00","ciona_t180m_19","40x",180,"32",0,"m",42.5271,21.3444,17.22105,8.60244,2.4812030075188,2.00187969924812,1,7.71309,3.05613,2.52380952380952,0,"mm40","df","ciona_intestinalis","chordata","bd",115,28,"2014-03-24 00:00:00","b",10,32,1,4,4,4,2,1,2,0,4.54377,5.855495,27.642615
"470","2014-03-24 00:00:00","ciona_t180m_22","40x",180,"32",0,"m",41.89647,18.83805,12.87132,8.44074,2.23180076628352,1.52490421455939,1,6.50034,2.23146,2.91304347826087,0,"mm40","df","ciona_intestinalis","chordata","bd",115,28,"2014-03-24 00:00:00","b",10,32,1,4,4,4,2,1,2,0,3.791865,5.855495,23.115015
"471","2014-03-24 00:00:00","ciona_t180m_22","40x",180,"32",0,"m",35.20209,16.6551,11.9658,8.14968,2.04365079365079,1.46825396825397,1,5.31993,1.95657,2.71900826446281,0,"mm40","df","ciona_intestinalis","chordata","bd",115,28,"2014-03-24 00:00:00","b",10,32,1,4,4,4,2,1,2,0,3.99399,5.855495,18.1104
"472","2014-03-24 00:00:00","ciona_t180m_24","40x",180,"64",0,"m",32.30766,14.48832,10.15476,3.03996,4.76595744680851,3.34042553191489,1,4.80249,1.617,2.97,0,"mm40","df","ciona_intestinalis","chordata","bd",115,28,"2014-03-24 00:00:00","b",8,64,1,4,4,4,2,1,2,0,2.27997,5.855495,14.47215
"473","2014-03-24 00:00:00","ciona_t180m_24","40x",180,"64",0,"m",36.20463,15.08661,10.0254,4.5276,3.33214285714286,2.21428571428571,1,4.96419,1.51998,3.26595744680851,0,"mm40","df","ciona_intestinalis","chordata","bd",115,28,"2014-03-24 00:00:00","b",8,64,1,4,4,4,2,1,2,1.317855,3.533145,5.855495,22.39545
"475","2014-03-24 00:00:00","ciona_t180m_25","40x",180,"16",0,"m",49.01127,19.67889,15.24831,11.38368,1.72869318181818,1.33948863636364,1,10.72071,4.10718,2.61023622047244,0,"mm40","df","ciona_intestinalis","chordata","bd",115,28,"2014-03-24 00:00:00","b",5,16,1,4,4,4,2,1,2,0,7.00161,5.855495,28.160055
"476","2014-03-24 00:00:00","ciona_t180m_25","40x",180,"16",0,"m",49.90062,20.64909,15.79809,10.80156,1.91167664670659,1.4625748502994,1,8.86116,4.30122,2.06015037593985,0,"mm40","df","ciona_intestinalis","chordata","bd",115,28,"2014-03-24 00:00:00","b",5,16,1,4,4,4,2,1,2,0.8085,6.22545,5.855495,26.30859
"478","2014-04-04 00:00:00","ciona_90mpf","40x-zlsm",90,"1",0,"m",150.8,45.3,22.4,13,3.48461538461538,1.72307692307692,1,8,4.1,1.95121951219512,0,"zlsm40","df","ciona_intestinalis","chordata","bd",115,28,"2014-04-04 00:00:00","b",1,1,1,4,4,4,2,3,2,5.1,11.05,5.855495,93.75
"481","2014-04-24 00:00:00","ciona_t60mPF2","40x-zlsm",60,"1",0,"m",175.1,57.6,21.9,10.6,5.43396226415094,2.06603773584906,1,9.8,4.1,2.39024390243902,0,"zlsm40","df","ciona_intestinalis","chordata","bd",115,28,"2014-04-04 00:00:00","b",1,1,1,4,4,4,2,3,2,12.35,14.75,5.855495,69
"482","2014-04-24 00:00:00","ciona_t60mpf4","40x-zlsm",60,"1",0,"m",178.7,72,22.8,12.7,5.66929133858268,1.79527559055118,1,10.7,4.5,2.37777777777778,0,"zlsm40","df","ciona_intestinalis","chordata","bd",115,28,"2014-04-04 00:00:00","b",1,1,1,4,4,4,2,3,2,17.3,14.45,5.855495,91.7
"483","2014-04-24 00:00:00","ciona_t300mPF","40x-zlsm",300,"32+",0,"m",37.9,18.2,13.2,7.1,2.56338028169014,1.85915492957746,1,8.4,3,2.8,0,"zlsm40","df","ciona_intestinalis","chordata","bd",115,28,"2014-04-04 00:00:00","b",11,48,1,4,4,4,2,3,2,0,3.7,5.855495,19.55
"484","2014-04-24 00:00:00","ciona_t300mPF","40x-zlsm",300,"32+",0,"m",39.5,18.2,13.8,10.2,1.7843137254902,1.35294117647059,1,11.7,3.9,3,0,"zlsm40","df","ciona_intestinalis","chordata","bd",115,28,"2014-04-04 00:00:00","b",11,48,1,4,4,4,2,3,2,0,4.3,5.855495,13.35
"485","2014-04-24 00:00:00","ciona_t300mPF","40x-zlsm",300,"32+",0,"m",46,20.1,15.6,8.2,2.45121951219512,1.90243902439024,1,9.1,2.2,4.13636363636364,0,"zlsm40","df","ciona_intestinalis","chordata","bd",115,28,"2014-04-04 00:00:00","b",11,48,1,4,4,4,2,3,2,0,7,5.855495,20.25
"489","2014-02-06 00:00:00","140206hrobusta__6","40x",300,"64+",0,"m",56.96691,23.88309,17.99721,5.93439,4.02452316076294,3.03269754768392,1,5.06121,2.7489,1.84117647058824,0,"mm40","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,1,2,2.65188,3.727185,5.855495,13.089615
"490","2014-02-06 00:00:00","140206hrobusta__8","40x",300,"64+",0,"m",103.56885,32.53404,22.67034,7.97181,4.08113590263692,2.84381338742394,1,7.22799,2.60337,2.77639751552795,0,"mm40","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,1,2,3.02379,6.670125,5.855495,17.326155
"492","2014-02-06 00:00:00","140206hrobusta__11","40x",300,"64+",0,"m",30.09237,13.9062,11.61006,8.085,1.72,1.436,1,5.88588,3.33102,1.76699029126214,0,"mm40","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,1,2,0,2.19912,5.855495,8.71563
"493","2014-02-06 00:00:00","140206hrobusta__12","40x",300,"64+",0,"m",22.26609,13.43727,11.43219,6.72672,1.99759615384615,1.69951923076923,1,NA,NA,NA,0,"mm40","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,1,2,0,2.1021,5.855495,16.96233
"494","2014-02-06 00:00:00","140206hrobusta__13","40x",300,"4",0,"m",80.93085,22.68651,16.18617,7.85862,2.88683127572016,2.059670781893,1,8.14968,8.00415,1.01818181818182,0,"mm40","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",3,4,3,5,5,5,3,1,2,0,4.98036,5.855495,25.249455
"495","2014-02-06 00:00:00","140206hrobusta__22","40x",300,"8",0,"m",120.7899,46.37556,41.00712,21.27972,2.17933130699088,1.92705167173252,1,21.13419,13.93854,1.51624129930394,0,"mm40","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",4,8,3,5,5,5,3,1,2,0,12.394305,5.855495,58.17966
"496","2014-02-06 00:00:00","140206hrobusta__24","40x",300,"8",0,"m",109.09899,33.1485,23.22012,7.79394,4.25311203319502,2.97925311203319,1,6.71055,4.59228,1.4612676056338,0,"mm40","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",4,8,3,5,5,5,3,1,2,1.9404,6.653955,5.855495,20.770365
"497","2014-02-06 00:00:00","140206hrobusta__26","40x",300,"64+",0,"m",38.11269,17.99721,17.99721,4.72164,3.81164383561644,3.81164383561644,1,3.76761,3.05613,1.23280423280423,0,"mm40","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,1,2,0,NA,5.855495,NA
"498","2014-02-06 00:00:00","140206hrobusta__27","40x",300,"64+",0,"m",26.98773,15.44235,15.44235,6.17694,2.5,2.5,1,5.72418,2.19912,2.60294117647059,0,"mm40","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,1,2,0,2.29614,5.855495,NA
"500","2014-02-06 00:00:00","140206hrobusta__29/30","40x",300,"64+",0,"m",67.99485,15.6849,11.8041,8.78031,1.78637200736648,1.34438305709024,1,9.16839,3.20166,2.86363636363636,0,"mm40","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,1,2,0,4.89951,5.855495,13.19472
"501","2014-02-06 00:00:00","140206hrobusta__33","40x",300,"64+",0,"m",116.08443,47.8632,36.39867,9.33009,5.12998266897747,3.90121317157712,1,8.03649,2.61954,3.0679012345679,0,"mm40","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,1,2,1.85955,9.89604,5.855495,44.896005
"503","2014-02-06 00:00:00","140206hrobusta__47","40x",300,"64+",0,"m",24.51372,17.80317,15.49086,3.33102,5.34466019417476,4.6504854368932,1,3.62208,1.68168,2.15384615384615,0,"mm40","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,1,2,0.29106,4.082925,5.855495,9.402855
"504","2014-02-06 00:00:00","140206hrobusta__51","40x",300,"64+",0,"m",8.19819,4.43058,4.43058,3.91314,1.13223140495868,1.13223140495868,1,5.4978,1.87572,2.93103448275862,0,"mm40","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,1,2,NA,NA,5.855495,NA
"505","2014-02-06 00:00:00","140206hrobusta__52","40x",300,"64+",0,"m",147.43806,31.15959,21.78099,5.88588,5.29395604395604,3.70054945054945,1,6.7914,1.9404,3.5,0,"mm40","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,1,2,3.37953,7.688835,5.855495,28.21665
"506","2014-02-06 00:00:00","140206hrobusta__55","40x",300,"64+",0,"m",28.68558,16.39638,16.39638,6.67821,2.45520581113801,2.45520581113801,1,5.62716,1.51998,3.70212765957447,0,"mm40","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,1,2,0,NA,5.855495,0
"507","2014-02-06 00:00:00","140206hrobusta__57","40x",300,"64+",0,"m",28.39452,16.92999,14.27811,4.5276,3.73928571428571,3.15357142857143,1,4.49526,1.73019,2.5981308411215,0,"mm40","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,1,2,0,4.357815,5.855495,0
"508","2014-02-06 00:00:00","140206hrobusta__58","40x",300,"64+",0,"m",49.01127,20.01846,15.91128,7.13097,2.80725623582766,2.2312925170068,1,7.19565,3.26634,2.2029702970297,0,"mm40","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,1,2,0,3.47655,5.855495,10.54284
"509","2014-02-06 00:00:00","140206hrobusta__59","40x",300,"64+",0,"m",18.78954,14.11641,12.25686,4.94802,2.85294117647059,2.47712418300654,1,6.7914,2.1021,3.23076923076923,0,"mm40","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,1,2,0,3.339105,5.855495,NA
"510","2014-02-06 00:00:00","140206hrobusta__62","40x",300,"64+",0,"m",52.11591,18.62784,18.62784,5.36844,3.46987951807229,3.46987951807229,1,6.04758,2.4255,2.49333333333333,0,"mm40","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,1,2,0,NA,5.855495,NA
"511","2014-02-06 00:00:00","140206hrobusta__64","40x",300,"64+",0,"m",27.45666,15.73341,12.15984,7.1148,2.21136363636364,1.70909090909091,1,7.35735,1.1319,6.5,0,"mm40","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,1,2,0,4.2042,5.855495,NA
"512","2014-02-06 00:00:00","140206hrobusta__65","40x",300,"64+",0,"m",47.91171,18.36912,14.77938,5.4978,3.34117647058823,2.68823529411765,1,6.37098,1.63317,3.9009900990099,0,"mm40","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,1,2,0,4.438665,5.855495,NA
"513","2014-02-06 00:00:00","140206hrobusta__67","40x",300,"8",0,"m",225.5715,41.03946,24.75627,14.61768,2.80752212389381,1.69358407079646,1,14.31045,6.27396,2.28092783505155,0,"mm40","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",4,8,3,5,5,5,3,1,2,3.419955,11.779845,5.855495,47.00619
"514","2014-02-06 00:00:00","140206hrobusta__71","40x",300,"64+",0,"m",10.75305,4.88334,4.88334,1.87572,2.60344827586207,2.60344827586207,1,2.7489,1.2936,2.125,0,"mm40","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,1,2,0,NA,5.855495,NA
"515","2014-02-06 00:00:00","140206hrobusta__72","40x",300,"8",0,"m",152.66097,44.32197,30.01152,10.13859,4.37161084529506,2.96012759170654,1,8.53776,3.65442,2.33628318584071,0,"mm40","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",4,8,3,5,5,5,3,1,2,2.66805,9.50796,5.855495,38.411835
"516","2014-02-06 00:00:00","140206hrobusta__73","40x",300,"64+",0,"m",105.86499,24.83712,19.50102,7.48671,3.31749460043197,2.60475161987041,1,6.66204,2.50635,2.65806451612903,0,"mm40","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,1,2,0,5.61099,5.855495,NA
"518","2014-02-06 00:00:00","140206hrobusta__78","40x",300,"64+",0,"m",34.83018,22.89672,18.40146,13.98705,1.63699421965318,1.31560693641618,1,13.01685,5.06121,2.57188498402556,0,"mm40","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,1,2,0,4.75398,5.855495,NA
"519","2014-02-06 00:00:00","140206hrobusta__82","40x",300,"64+",0,"m",12.43473,5.74035,5.74035,2.99145,1.91891891891892,1.91891891891892,1,2.99145,1.39062,2.15116279069767,0,"mm40","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,1,2,0,NA,5.855495,NA
"521","2014-02-06 00:00:00","140206hrobusta__87","40x",300,"64+",0,"m",84.66612,23.17161,16.8168,7.90713,2.93047034764826,2.12678936605317,1,6.27396,3.03996,2.06382978723404,0,"mm40","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,1,2,0.9702,5.473545,5.855495,25.37073
"522","2014-02-06 00:00:00","140206hrobusta__92","40x",300,"64+",0,"m",31.3698,16.05681,16.05681,8.5701,1.87358490566038,1.87358490566038,1,8.26287,2.31231,3.57342657342657,0,"mm40","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,1,2,0,2.78124,5.855495,10.470075
"523","2014-04-22 00:00:00","robusta_Image10","20x-zlsm",300,"8",0,"m",154.1,45.8,31.1,6.3,7.26984126984127,4.93650793650794,1,6.1,1.2,5.08333333333333,0,"zlsm20","df","helobdella_robusta","annelida","bpl",230,18,"2014-04-22 00:00:00","s",4,8,3,5,5,5,2,24,2,0,11,5.855495,46.5
"524","2014-04-22 00:00:00","robusta_Image12","20x-zlsm",300,"8",0,"m",116,44.9,29.8,5.8,7.74137931034483,5.13793103448276,1,NA,NA,NA,0,"zlsm20","df","helobdella_robusta","annelida","bpl",230,18,"2014-04-22 00:00:00","s",4,8,3,5,5,5,2,24,2,0,13.35,5.855495,44.55
"525","2014-04-22 00:00:00","robusta_Image13","20x-zlsm",300,"8",0,"m",113.8,30.8,19.6,5.9,5.22033898305085,3.32203389830508,1,NA,NA,NA,0,"zlsm20","df","helobdella_robusta","annelida","bpl",230,18,"2014-04-22 00:00:00","s",4,8,3,5,5,5,2,24,2,0,8.25,5.855495,49.15
"526","2014-04-22 00:00:00","robusta_Image14","20x-zlsm",300,"16",0,"m",145.6,49.8,34,6.2,8.03225806451613,5.48387096774194,1,NA,NA,NA,0,"zlsm20","df","helobdella_robusta","annelida","bpl",230,18,"2014-04-22 00:00:00","s",5,16,3,5,5,5,2,24,2,0,12.3,12.4,37.1
"527","2014-04-22 00:00:00","robusta_Image14","20x-zlsm",300,"16",0,"m",84.8,28.1,22,15.7,1.78980891719745,1.40127388535032,1,NA,NA,NA,0,"zlsm20","df","helobdella_robusta","annelida","bpl",230,18,"2014-04-22 00:00:00","s",5,16,3,5,5,5,2,24,2,0,10.3,12.4,53.9
"528","2014-04-22 00:00:00","robusta_Image18","20x-zlsm",300,"16",0,"m",181.5,53.1,40,9.4,5.64893617021277,4.25531914893617,1,NA,NA,NA,0,"zlsm20","df","helobdella_robusta","annelida","bpl",230,18,"2014-04-22 00:00:00","s",5,16,3,5,5,5,2,24,2,0,19.2,12.4,85.3
"530","2014-04-22 00:00:00","robusta_Image20","20x-zlsm",300,"8",0,"m",167.6,54.2,33.3,9.7,5.58762886597938,3.43298969072165,1,8.8,1.6,5.5,0,"zlsm20","df","helobdella_robusta","annelida","bpl",230,18,"2014-04-22 00:00:00","s",4,8,3,5,5,5,2,24,2,0,17.4,12.4,70.5
"531","2014-04-22 00:00:00","robusta_Image21","20x-zlsm",300,"64+",0,"m",62.5,23.5,16,8.8,2.67045454545455,1.81818181818182,1,7.4,3.1,2.38709677419355,0,"zlsm20","df","helobdella_robusta","annelida","bpl",230,18,"2014-04-22 00:00:00","s",12,96,3,5,5,5,2,24,2,0,9.55,12.4,24.2
"532","2014-04-22 00:00:00","robusta_Image22","20x-zlsm",300,"8",0,"m",194.3,38.5,29.6,8.8,4.375,3.36363636363636,1,8,2.2,3.63636363636364,0,"zlsm20","df","helobdella_robusta","annelida","bpl",230,18,"2014-04-22 00:00:00","s",4,8,3,5,5,5,2,24,2,0,11.5,12.4,41.4
"533","2014-04-22 00:00:00","robusta_Image23","20x-zlsm",300,"8",0,"m",134.8,36.9,26.2,10.4,3.54807692307692,2.51923076923077,1,10.2,3.7,2.75675675675676,0,"zlsm20","df","helobdella_robusta","annelida","bpl",230,18,"2014-04-22 00:00:00","s",4,8,3,5,5,5,2,24,2,0,14.3,12.4,60.65
"534","2014-04-22 00:00:00","robusta_Image23","20x-zlsm",300,"8",0,"m",113.7,39.3,29.3,9.5,4.13684210526316,3.08421052631579,1,9.7,4.5,2.15555555555556,0,"zlsm20","df","helobdella_robusta","annelida","bpl",230,18,"2014-04-22 00:00:00","s",4,8,3,5,5,5,2,24,2,0,12.7,12.4,50.3
"535","2014-04-22 00:00:00","robusta_Image24","20x-zlsm",300,"64+",0,"m",68.8,20.4,13.5,4.6,4.43478260869565,2.93478260869565,1,3.9,2.8,1.39285714285714,0,"zlsm20","df","helobdella_robusta","annelida","bpl",230,18,"2014-04-22 00:00:00","s",12,96,3,5,5,5,2,24,2,0,5.15,12.4,19.65
"536","2014-04-22 00:00:00","robusta_Image24","20x-zlsm",300,"64+",0,"m",91.3,20.1,16.8,5.8,3.46551724137931,2.89655172413793,1,5.4,1.9,2.8421052631579,0,"zlsm20","df","helobdella_robusta","annelida","bpl",230,18,"2014-04-22 00:00:00","s",12,96,3,5,5,5,2,24,2,0,7.85,12.4,22.95
"538","2014-04-22 00:00:00","robusta_Image24","20x-zlsm",300,"64+",0,"m",38.7,20.1,15.4,5.5,3.65454545454545,2.8,1,5.9,2.3,2.56521739130435,0,"zlsm20","df","helobdella_robusta","annelida","bpl",230,18,"2014-04-22 00:00:00","s",12,96,3,5,5,5,2,24,2,0,5.5,12.4,16.3
"540","2014-04-22 00:00:00","robusta_Image26","20x-zlsm",300,"8",0,"m",143.1,50.2,29.4,10.2,4.92156862745098,2.88235294117647,1,10.9,1.9,5.73684210526316,0,"zlsm20","df","helobdella_robusta","annelida","bpl",230,18,"2014-04-22 00:00:00","s",4,8,3,5,5,5,2,24,2,5.2,9.5,12.4,48.15
"541","2014-04-22 00:00:00","robusta_Image27","20x-zlsm",300,"16",0,"m",128.1,47.3,27.2,8.6,5.5,3.16279069767442,1,7.3,3.1,2.35483870967742,0,"zlsm20","df","helobdella_robusta","annelida","bpl",230,18,"2014-04-22 00:00:00","s",5,16,3,5,5,5,2,24,2,0,8.55,12.4,63.3
"542","2014-04-22 00:00:00","robusta_Image28","20x-zlsm",300,"16",0,"m",156.3,49.3,30.8,7.5,6.57333333333333,4.10666666666667,1,8.3,1.2,6.91666666666667,0,"zlsm20","df","helobdella_robusta","annelida","bpl",230,18,"2014-04-22 00:00:00","s",5,16,3,5,5,5,2,24,2,3.65,13.8,12.4,62.9
"543","2014-04-22 00:00:00","robusta_Image28","20x-zlsm",300,"16",0,"m",112.1,43.7,25.3,8.1,5.39506172839506,3.12345679012346,1,9.8,2.5,3.92,0,"zlsm20","df","helobdella_robusta","annelida","bpl",230,18,"2014-04-22 00:00:00","s",5,16,3,5,5,5,2,24,2,3.75,15.5,12.4,57.95
"544","2014-04-22 00:00:00","robusta_Image28","20x-zlsm",300,"16",0,"m",155.9,45.3,29.7,10.2,4.44117647058824,2.91176470588235,1,11.2,2.3,4.8695652173913,0,"zlsm20","df","helobdella_robusta","annelida","bpl",230,18,"2014-04-22 00:00:00","s",5,16,3,5,5,5,2,24,2,2.75,13.8,12.4,76.55
"545","2014-02-06 00:00:00","140206hrobusta__18","20x",300,"4",0,"m",129.45992,29.66522,19.9,22.56228,0.882236635659162,1.31481481481481,1,17.80556,11.82752,1.5054347826087,0,"mm20","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",3,4,3,5,5,5,3,2,2,0,11.29721,12.4,60.64818
"546","2014-02-06 00:00:00","140206hrobusta__20","20x",300,"2",0,"m",234.52558,33.1,23.5,8.61352,3.8,2.7,1,8.13142,4.4996,1.80714285714286,0,"mm20","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",2,2,3,5,5,5,3,2,2,0,10.20445,12.4,48.24214
"547","2014-02-06 00:00:00","140206hrobusta__25","20x",300,"64+",0,"m",26.70834,12.5346,8.90967,4.08178,2.18279035126832,3.07086614173228,1,NA,NA,NA,0,"mm20","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,2,2,0,4.46746,12.4,NA
"548","2014-02-06 00:00:00","140206hrobusta__25","20x",300,"64+",0,"m",26.00126,11.69896,7.4382,6.97438,1.06650340245298,1.67741935483871,1,NA,NA,NA,0,"mm20","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,2,2,0,2.02482,12.4,NA
"549","2014-02-06 00:00:00","140206hrobusta__44","20x",300,"64+",0,"m",99.7947,17.0342,13.01685,9.99554,1.30226581055151,1.70418006430868,1,7.84216,4.4996,1.74285714285714,0,"mm20","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,2,2,NA,8.40461,12.4,30.91868
"550","2014-02-06 00:00:00","140206hrobusta__44","20x",300,"64+",0,"m",144.75856,22.94796,15.94362,7.29578,2.18532082930132,3.14537444933921,1,6.36372,2.60334,2.44444444444444,0,"mm20","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,2,2,1.75163,6.71726,12.4,24.66745
"552","2014-02-06 00:00:00","140206hrobusta__44","20x",300,"64+",0,"m",31.20794,16.8735,8.48925,4.78886,1.77270790960688,3.52348993288591,1,4.78886,6.65298,0.719806763285024,0,"mm20","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,2,2,NA,NA,12.4,NA
"553","2014-02-06 00:00:00","140206hrobusta__44","20x",300,"64+",0,"m",32.84708,11.98822,7.38969,3.8568,1.91601586807716,3.10833333333333,1,3.72824,2.95688,1.26086956521739,0,"mm20","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,2,2,NA,4.56388,12.4,NA
"554","2014-02-06 00:00:00","140206hrobusta__44","20x",300,"64+",0,"m",27.12616,14.7844,9.28158,2.98902,3.10522512395367,4.94623655913978,1,4.24248,1.34988,3.14285714285714,0,"mm20","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,2,2,NA,5.80127,12.4,NA
"556","2014-02-06 00:00:00","140206hrobusta__90","20x",300,"64+",0,"m",84.0461,16.07,11.62623,7.19936,1.61489771313006,2.23214285714286,1,5.20668,3.8568,1.35,0,"mm20","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,2,2,2.34622,5.17454,12.4,21.14812
"557","2014-02-06 00:00:00","140206hrobusta__90","20x",300,"64+",0,"m",123.54616,24.77994,16.17,7.16722,2.25610487748388,3.45739910313901,1,6.94224,2.31408,3,0,"mm20","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,2,2,1.97661,5.89769,12.4,NA
"558","2014-02-06 00:00:00","140206hrobusta__90","20x",300,"64+",0,"m",36.51104,15.04152,9.50796,7.0708,1.34467952706907,2.12727272727273,1,8.25998,2.50692,3.2948717948718,0,"mm20","m","helobdella_robusta","annelida","bpl",230,18,"2014-02-06 00:00:00","s",12,96,3,5,5,5,3,2,2,0,3.214,12.4,NA
